College Name,Avg Sentiment,Avg Rating,Review Count
University Visvesvaraya College of Engineering - [UVCE],0.74555,8.25,2
Madhav Institute of Technology and Science - [MITS],0.7329428571428572,8.242857142857144,7
Sardar Vallabhbhai Patel Institute of Technology - [SVIT] Vasad,0.94166,8.24,10
Pune Institute of Computer Technology- [PICT],0.512423076923077,8.23076923076923,13
International Institute of Information Technology - [IIIT],0.6222428571428572,8.22857142857143,7
R V College of Engineering - [RVCE],0.9281200000000001,8.22,5
IIT BHU - Indian Institute of Technology,0.816085,8.215,20
Sathyabama Institute of Science and Technology,0.6791222222222222,8.211111111111112,9
GLA University,0.9560818181818181,8.209090909090909,11
Chandigarh University - [CU],0.7514961538461538,8.203846153846154,26
Rajeev Gandhi Memorial College of Engineering and Technology Nandyal - [RGMCET],0.9392,8.200000000000001,3
Vellore Institute of Technology - [VIT],0.9325545454545455,8.200000000000001,11
G H Raisoni College of Engineering and Management - [GHRCEM],0.8611,8.2,1
Rajarshi Shahu College of Engineering - [RSCOE] Tathawade,0.66735,8.2,2
Francis Xavier Engineering College,0.87125,8.2,2
Musaliar College of Engineering and Technology,0.787,8.2,1
XIM University,0.9372,8.2,1
Anjuman-I-Islam's Kalsekar Technical Campus - [AIKTC],-0.128,8.2,1
"Faculty of Technology and Engineering, Maharaja Sayajirao University of Baroda",0.7351,8.2,1
"University of Kerala, University College Of Engineering Kariavattom",0.9828,8.2,1
Hindusthan College of Engineering and Technology - [HICET],0.1001,8.2,1
Shah and Anchor Kutchhi Engineering College - [SAKEC],0.64155,8.2,2
Government College of Engineering - [GCOEA],0.9912,8.2,1
Sinhgad Institute of Technology and Science -[SITS] Narhe,0.38732500000000003,8.2,4
JECRC University - [JU],0.55854,8.2,5
Priyadarshini College of Engineering - [PCE],0.7574,8.2,1
Babu Banarasi Das Northern India Institute of Technology - [BBDNIIT],0.37335,8.2,2
"University College of Engineering, Anna University - [AUPKT]",0.2699,8.2,1
Netaji Subhas Institute of Technology - [NSIT],0.9612,8.2,1
L.B.S. College of Engineering - [LBSCEK],0.6808,8.2,1
L.D. College of Engineering - [LDCE],0.509475,8.2,4
East West College of Engineering - [EWCE],0.9118,8.2,1
ICFAI Foundation for Higher Education - [IFHE],-0.8237,8.2,1
KDK College of Engineering,0.9735,8.2,1
Noida Institute of Engineering and Technology - [NIET],0.87148,8.2,5
College of Engineering - [CEM] Munnar,0.9688,8.2,1
PSN Institute of Technology and Science - [PSNITS],0.793,8.2,1
Smt. Indira Gandhi College of Engineering - [SIGCE],0.9081,8.2,1
Mohan Babu University - [MBU],0.979,8.2,1
Thapar Institute of Engineering and Technology - [Thapar University],0.8510586206896552,8.196551724137931,29
Ajay Kumar Garg Engineering College - [AKGEC],0.654975,8.175,4
Indira Gandhi Delhi Technical University For Women -[IGDTUW],0.60225,8.175,4
JNTUH College of Engineering Jagtial - [JNTUHCEJ],0.8387800000000001,8.16,5
G L Bajaj Institute of Technology and Management,0.88865625,8.15625,16
Bharati Vidyapeeth's College of Engineering - [BVCOE],0.961175,8.15,4
Gandhi Institute of Technology and Management - [GITAM],0.9453499999999999,8.15,2
Shri Ram Institute of Technology - [SRIT],0.76425,8.15,2
GSFC University,0.95375,8.15,2
NIT Warangal,0.7901714285714286,8.142857142857142,7
Sri Jayachamarajendra College of Engineering - [SJCE],0.5425666666666666,8.133333333333333,3
RVS College of Engineering and Technology - [RVSCET],0.9476714285714286,8.12857142857143,7
Government Engineering College - [GEC],0.805025,8.125,8
Vel Tech Rangarajan Dr. Sagunthala R and D Institute of Science and Technology - [Vel Tech],0.9094833333333333,8.116666666666667,6
Lakshmi Narain College of Technology - [LNCT],0.7606571428571429,8.114285714285714,14
IPS Academy,0.6882999999999999,8.1,2
NRI Institute of Technology - [NRIIT],0.9639,8.1,2
SNS College of Technology - [SNSCT],0.86035,8.1,6
Vaagdevi Engineering College - [VEC],0.6269,8.1,4
Aliah University,0.95,8.1,2
Anil Neerukonda Institute of Technology & Sciences - [ANITS],0.8983666666666666,8.1,3
Galgotias University - [GU],0.8433666666666667,8.088888888888889,9
Vishwakarma Institute of Information Technology - [VIIT],0.79135,8.083333333333334,6
Dr. Akhilesh Das Gupta Institute of Technology & Management - [ADGITM],0.6375,8.075,8
Pimpri Chinchwad College of Engineering - [PCCOE],0.6641142857142857,8.071428571428571,7
IIT Madras - Indian Institute of Technology - [IITM],0.9332833333333334,8.066666666666666,6
Chitkara University - [CU],0.5354625,8.0625,8
Jaipur Engineering College and Research Centre,0.30262,8.059999999999999,5
Chaitanya Bharathi Institute of Technology - [CBIT],-0.5541499999999999,8.05,2
AISSMS Institute of Information Technology,0.94215,8.05,4
C. V. Raman Global University,0.8065,8.05,4
Government Engineering College - [GECT],0.8927375,8.0375,8
Hindustan Institute of Technology and Science - [HITS],0.5730333333333334,8.033333333333333,3
College of Engineering - [CEC] Chengannur,0.8576333333333332,8.033333333333333,3
KLE Technological University,0.8065833333333333,8.033333333333333,6
Prathyusha Engineering College - [PEC],0.886825,8.025,4
Vishnu Institute of Technology - [VIT],0.897,8.025,4
Maturi Venkata Subba Rao Engineering College - [MVSREC],0.8785000000000001,8.02,5
SASTRA University,0.8143615384615385,8.015384615384615,13
Chandigarh Group of Colleges - [CGC] Landran,0.7591714285714285,8.014285714285714,7
Indian Institute of Information Technology Vadodara - [IIIT-V],0.9294888888888888,8.011111111111111,9
Karpagam Academy of Higher Education - [KAHE],0.9935,8.0,1
Aditya College Of Engineering and Technology - [ACET],0.94645,8.0,2
"Vignan's Foundation for Science, Technology, and Research",0.967,8.0,1
Vignan Institute of Technology And Management,0.9666,8.0,1
Vidya Vikas Institute of Engineering and Technology - [VVIET],0.2732,8.0,1
Vignan's Lara Institute of Technology & Science - [VLITS],0.9575,8.0,1
Sri Venkateswara University - [SVU],0.9081,8.0,1
Mody University,0.926,8.0,1
Marathwada Mitramandal's College of Commerce - [MMCC],0.833825,8.0,4
Tripura Institute of Technology,0.8744,8.0,1
QIS Institute of Technology - [QISIT],0.9571,8.0,1
Dibrugarh University,0.7003,8.0,1
College of Engineering Muttathara,0.8891,8.0,1
MVJ College of Engineering - [MVJCE],0.865,8.0,1
IIT Bhilai - Indian Institute of Technology - [IITB],0.765,8.0,1
IIT Dharwad - Indian Institute of Technology - [IITD],0.8363,8.0,1
Rajiv Gandhi Institute of Technology - [RGIT],0.9139999999999999,8.0,2
Fatima Michael College of Engineering and Technology,0.9536,8.0,1
Fr. Conceicao Rodrigues College of Engineering - [CRCE],0.9026,8.0,1
IIT Mandi- Indian Institute of Technology - [IITM],0.9472,8.0,2
Rabindranath Tagore University - [RNTU],0.9189,8.0,1
Indian Institute of Information Technology - [IIITD],0.95485,8.0,2
ITM University,0.84255,8.0,2
East Point Group of Institutions - [EPGI],0.9822,8.0,1
Deogiri Institute of Engineering and Management Studies - [DIEMS],0.8573,8.0,1
Prestige Institute of Engineering Management and Research - [PIEMR],0.9943,8.0,1
Institute of Infrastructure Technology Research and Management - [IITRAM],0.4313,8.0,1
University college of Engineering,0.796,8.0,1
Shoolini University,0.8268,8.0,1
NIE Institute of Technology - [NIEIT],0.8687,8.0,1
Maharana Pratap Engineering College - [MPEC],0.9705,8.0,1
NS Raju Institute of Technology - [NSRIT],-0.296,8.0,1
"University Institute of Engineering and Technology, Maharshi Dayanand University - [UIET]",-0.17435000000000003,8.0,2
Rungta College of Engineering and Technology - [RCET],0.802,8.0,1
HMR Institute of Technology & Management - [HMRITM],0.8934,8.0,1
Sardar Patel Institute of Technology - [SPIT],0.9729,8.0,1
Sardar Vallabhbhai National Institute of Technology - [SVNIT],0.6512,8.0,4
Gandhi Institute for Technology - [GIFT],0.9915,8.0,1
Guru Nanak Dev University Regional Campus - [GNDU],0.9698,8.0,1
Global Institute of Technology and Management - [GITM],0.978,8.0,1
Government College of Technology - [GCT],-0.889,8.0,1
Arunai Engineering College - [AEC],0.8807,8.0,1
Malla Reddy Institute of Technology and Science - [MRITS],0.938,8.0,1
Malla Reddy Institute of Technology - [MRIT],0.9274,8.0,1
Mother Teresa Institute of Science and Technology,0.9493,8.0,1
Amrita Vishwa Vidyapeetham,0.9232625,7.9875,8
Annamacharya Institute of Technology and Science - [AITS],0.93825,7.975,4
College of Engineering,0.8506,7.975,4
Birla Institute of Technology - [BIT],0.6334,7.966666666666668,3
Yeshwantrao Chavan College of Engineering - [YCCE],0.8100666666666667,7.966666666666666,3
Zeal Education Society's Zeal College of Engineering and Research - [ZCOER],0.8206666666666665,7.966666666666666,3
Vidya Jyothi Institute of Technology - [VJIT],0.86312,7.959999999999999,5
JSS Academy of Technical Education - [JSSATE],0.8023714285714286,7.957142857142857,7
JIS College of Engineering - [JISCE],0.9379857142857143,7.957142857142857,7
VSB Engineering College - [VSBEC],0.9721,7.949999999999999,2
Gurugram University,0.8030999999999999,7.949999999999999,2
Babu Banarasi Das Engineering College - [BBDEC],0.9585800000000001,7.94,10
National Institute of Technology - [NITP],0.8586,7.94,5
Shri Vaishnav Vidyapeeth Vishwavidyalaya - [SVVV],0.9686333333333333,7.933333333333334,3
Bangalore Institute of Technology - [BIT],0.90745,7.9,2
Adhiyamaan College of Engineering,0.11230000000000001,7.9,2
ISM Dhanbad - Indian Institute of Technology - [IITISM],0.51198,7.88,10
Vaagdevi College of Engineering  - [VCOE],0.6160666666666667,7.866666666666667,3
Pragati Engineering College,0.8744333333333333,7.866666666666666,3
PES University - [PESU],0.2712,7.859999999999999,5
NIT Silchar,0.9242076923076923,7.846153846153846,13
Netaji Subhas University of Technology - [NSUT],0.9018285714285714,7.8357142857142845,14
Raghu Engineering College - [REC],0.8229666666666667,7.833333333333333,6
CMR College of Engineering & Technology - [CMRCET],0.66372,7.82,5
Indian Institute of Information Technology - [IIIT],0.8336133333333333,7.8133333333333335,15
Krishna Engineering College - [KEC],0.9556,7.800000000000001,2
Vidya Academy of Science and Technology - [VAST],0.97505,7.800000000000001,2
Dharmsinh Desai University - [DDU],-0.4215,7.8,1
Kanpur Institute of Technology - [KIT],0.9038,7.8,1
Kelappaji College of Agricultural Engineering & Technology - [KCAET] Tavanur,0.4215,7.8,1
Dayalbagh Educational Institute - [DEI],0.9488,7.8,1
Amity Institute of Biotechnology - [AIB],0.9059,7.8,1
Kunjali Marakkar School of Marine Engineering - [KMSME],0.41113333333333335,7.8,3
Annai College of Engineering and Technology - [ACET],0.8442,7.8,1
LDRP Institute of Technology and Research - [LDRPITR],0.963,7.8,1
Kuppam Engineering College - [KEC],0.962,7.8,1
College of Dairy and Food Science Technology - [CDFST],0.9297,7.8,1
Sri Siddhartha Institute of Technology - [SSIT],0.4404,7.8,1
Terna Engineering College Navi Mumbai,0.9668,7.8,1
NBKR Institute of Science and Technology Vidyanagar - [NBKRIST],0.8922,7.8,1
Matoshri College of Engineering and Research Centre - [MCOERC] Eklahare,0.8166,7.8,1
Mahendra Institute of Technology - [MIT],0.974,7.8,1
Godavari Institute of Engineering and Technology - [GIET] Rajahmundry,-0.069,7.8,1
IIT Goa - Indian Institute of Technology - [IITG],0.9881,7.8,1
I.K. Gujral Punjab Technical University - [IKG-PTU],0.8905,7.8,1
Institute of Aeronautical Engineering - [IARE],0.9393,7.8,1
Anand College of Engineering and Management - [ACEM],0.9294,7.8,1
Mar Baselios Institute of Technology and Science - [MBITS],0.0,7.8,1
Ajeenkya DY  Patil University - [ADYPU],0.3612,7.8,1
MIC College of Technology,0.9459,7.8,1
"Faculty of Engineering and Technology, Jain University - [FET JU]",0.8382200000000001,7.8,5
Gandhiji Institute of Science and Technology - [GIST],0.8384,7.8,1
JIS University,0.9382,7.8,1
SVKM's Institute of Technology - [SVKM's-IOT],0.7003,7.8,1
Krishna Chaitanya Institute of Technology and Sciences - [KITS],0.5118,7.8,1
Birla Institute of Technology - [BIT Mesra],0.7571083333333334,7.791666666666667,12
VIT University - [VIT- AP],0.6706,7.783333333333334,6
Institute of Engineering and Technology - [IET],0.6416000000000001,7.783333333333334,6
Punjab Engineering College University of Technology - [PEC],0.7268749999999999,7.775,4
SR University - [SRU],0.775775,7.775,4
MIT Academy of Engineering - [MITAOE],0.7441249999999999,7.775,4
Bharath University - Bharath Institute of Higher Education and Research - [BIHER],0.6511462809917355,7.771074380165289,121
Rajiv Gandhi Institute of Technology - [RIT],0.5150666666666667,7.766666666666666,3
Dr. A.P.J. Abdul Kalam Technical University - [AKTU],0.7598,7.75,2
Government College of Engineering - [GCEK],0.6132,7.75,2
Global Institute of Technology - [GIT],0.33285,7.75,2
Neil Gogte Institute of Technology - [NGIT],0.62325,7.75,2
Sri Indu Institute of Engineering & Technology - [SIIET],0.2553,7.75,2
Guru Tegh Bahadur Institute of Technology - [GTBIT],0.7935461538461539,7.738461538461539,13
University of Calcutta,0.6499333333333334,7.733333333333333,3
Birla Vishvakarma Mahavidyalaya Engineering College - [BVM],0.8310666666666666,7.733333333333333,3
IIMT College of Engineering,0.8812249999999999,7.7250000000000005,4
Dr. Babasaheb Ambedkar Technological University - [DBATU],0.7711749999999999,7.725,4
Gayatri Vidya Parishad College of Engineering,0.86745,7.725,4
MNNIT Allahabad - Motilal Nehru National Institute of Technology - [MNNIT],0.55335,7.724999999999999,12
Haldia Institute of Technology - [HIT],0.35224,7.720000000000001,5
Symbiosis University of Applied Sciences- [SUAS],0.9664,7.7,1
Bhagat Phool Singh Mahila Vishwavidyalaya - [BPSMV],0.9698,7.7,1
"University Institute of Technology, University Of Burdwan - [UIT]",0.9559,7.7,1
BK Birla Institute of Engineering and Technology [BKBIET],0.9821,7.7,1
"Andhra University, College of Engineering - [AUCE]",0.9186,7.7,1
Manav Rachna International Institute of Research and Studies - [MRIIRS],0.9768,7.7,1
Annasaheb Dange College of Engineering & Technology - [ADCET],0.765,7.7,1
TKM College of Engineering - [TKMCE],0.8978999999999999,7.7,5
St Peter's College of Engineering and Technology - [SPCET],0.7351,7.7,1
Shivajirao S. Jondhle College of Engineering and Technology,0.9297,7.7,1
Dr. N.G.P. Arts and Science College - [DrNGPASC],0.9858,7.7,1
Saveetha Institute of Medical And Technical Sciences - [SIMATS],0.9656,7.7,1
Kalinga Institute of Dental Sciences - [KIDS],0.6908,7.7,1
Sharda University - [SU],0.8847799999999999,7.7,5
SR Group of Institutions - [SRGI],0.8573,7.7,1
Government College of Engineering  - [GCE],0.7129666666666666,7.7,3
Parisutham Institute of Technology and  Science - [PITS],0.8625,7.7,1
Giani Zail Singh Campus College of Engineering and Technology - [GZSCCET],0.9636,7.7,2
GIDC Degree Engineering College,0.891,7.7,1
Harcourt Butler Technological University - [HBTU],0.7809,7.7,1
Indraprastha Institute of Information Technology - [IIITD],0.9588,7.7,1
Rajkiya Engineering College - [RECK],0.2263,7.7,1
Raj Kumar Goel Institute of Technology - [RKGIT],0.92986,7.7,5
Poornima University - [PU],0.5362,7.7,2
Aditya College of Agricultural Engineering and Technology,0.9423,7.7,1
"Alagappa College of Technology, Anna University - [ACT]",0.893,7.7,1
Marathwada Mitra Mandal's College of Engineering - [MMCOE] Karvenagar,0.9286,7.7,1
Adichunchanagiri University - [ACU],0.9785,7.7,1
Vivekananda Institute of Technology,0.981,7.7,1
AISSMS College of Engineering - [AISSMSCOE],0.8589,7.7,1
"Rajiv Gandhi University of Knowledge Technologies, Dr.APJ Abdul Kalam IIIT Ongole Campus - [RGUKT]",0.8723,7.699999999999999,2
Mahatma Gandhi Institute of Technology - [MGIT],0.94345,7.699999999999999,2
Institute of Engineering and Management - [IEM],0.8754636363636364,7.6909090909090905,11
Graphic Era Hill University - [GEHU],0.831,7.6875,8
Medi-Caps University,0.939439024390244,7.685365853658537,41
Indian Institute of Engineering Science and Technology - [IIEST] Shibpur,0.610009090909091,7.681818181818182,11
Central Institute of Technology - [CIT],0.9718600000000001,7.68,5
GMR Institute of Technology - [GMRIT],0.7862666666666667,7.666666666666667,3
Guru Nanak Institutions Technical Campus - [GNITC],0.9050499999999999,7.65,2
Vishwakarma University - [VU],0.8388500000000001,7.65,2
"GB Pant Delhi Skill and Entrepreneurship University, Okhla-I Campus",0.54535,7.65,2
Alliance University,0.9240625,7.65,8
Vimal Jyothi Engineering College - [VJEC],0.8309500000000001,7.65,2
Asansol Engineering College - [AEC],0.55635,7.65,2
"Swami Keshvanand Institute of Technology, Management and Gramothan - [SKIT]",0.72728,7.640000000000001,10
Jalpaiguri Government Engineering College - [JGEC],0.7084250000000001,7.625,4
Techno Main Salt Lake,0.68165,7.625,16
Delhi Technical Campus - [DTC],0.5597666666666666,7.6000000000000005,3
ITM Vocational University - [ITMVU],0.85,7.6,1
IIMT Group of Colleges,0.8539,7.6,2
SRMIST Delhi NCR Campus,0.844,7.6,2
Muzaffarpur Institute of Technology - [MIT],0.98965,7.6,2
Meghnad Saha Institute of Technology - [MSIT],0.8189,7.6,2
Bhagwan Parshuram Institute of Technology - [BPIT],0.8346333333333332,7.583333333333333,6
Narula Institute of Technology - [NIT Agarpara],0.8525181818181818,7.581818181818182,11
Adani Institute of Infrastructure Engineering - [AIIE],0.7793818181818182,7.581818181818181,11
Sinhgad College of Engineering - [SCOE] Vadgaon Ambegaon,0.89298,7.58,5
NMAM Institute of Technology - [NMAMIT],0.909025,7.574999999999999,4
Silicon Institute of Technology - [SIT],0.8745800000000001,7.56,5
"J.C. Bose University Of Science And Technology, YMCA",0.6050857142857142,7.557142857142857,7
PES College of Engineering - [PESCE],0.96665,7.550000000000001,2
Jawaharlal Nehru Technological University - [JNTU],0.7021,7.550000000000001,2
Rajarambapu Institute of Technology - [RIT],0.8557250000000001,7.55,4
"College of Technology and Engineering, Maharana Pratap University of Agriculture and Technology - [CTAE]",0.8189,7.55,2
Gautam Buddha University - [GBU],0.84865,7.55,2
College of Engineering and Technology - [CET],0.72866,7.540000000000001,5
Bengal College of Engineering and Technology - [BCET],0.9211333333333332,7.533333333333334,3
Atal Bihari Vajpayee Indian Institute of Information Technology and Management - [ABVIIITM],0.89685,7.529999999999999,10
Maharaja Agrasen Institute of Technology - [MAIT],0.7764941176470588,7.511764705882353,17
Shreeyash College of Engineering and Technology - [SYCET],0.9638,7.5,1
Christ College of Engineering - [CCEIJK] Irinjalakuda,0.74465,7.5,2
Chitkara University,-0.047250000000000014,7.5,2
Sarvajanik College of Engineering and Technology - [SCET],0.9666,7.5,1
Global Institute of Engineering and Technology - [GIT],0.8442,7.5,1
Siliguri Institute of Technology - [SIT],-0.4215,7.5,1
Motihari College of Engineering - [MCE],0.0138,7.5,2
Dhanalakshmi College of Engineering - [DCE],0.9538,7.5,1
Malla Reddy Institute of Engineering and Technology- [MRIET],0.9889,7.5,1
Modern Education Society's College of Engineering - [MESCOE],0.9477,7.5,1
Govind Ballabh Pant University of Agriculture and Technology,0.9919,7.5,1
Parul Institute of Technology - [PIT],0.8624,7.5,2
Sai Vidya Institute of Technology - [SVIT],0.9836,7.5,1
Ramgarh Engineering College - [REC],0.7351,7.5,1
Dr. C.V. Raman University - [CVRU],0.6352,7.5,1
V.R.S College of Engineering and Technology -[VRSCET],0.9432,7.5,1
RVR and JC College of Engineering,0.387,7.5,1
"RH Sapat College of Engineering, Management Studies and Research",0.1027,7.5,1
National Institute of Technology - [NIT] Meghalaya,0.9337,7.5,1
Centurion University of Technology and Management - [CUTM],0.53702,7.4799999999999995,5
Mar Baselios College of Engineering and Technology - [MBCET] Nalanchira,0.97235,7.45,2
Mahakal Institute of Technology - [MIT],0.8641000000000001,7.449999999999999,2
Government Engineering College - [ECB],0.9038666666666666,7.433333333333334,3
University Institute of Engineering and Technology -[UIET],0.68145,7.425,4
Birsa Institute of Technology - [BIT] Sindri,0.407225,7.425,8
Gyan Ganga College of Technology - [GGCT],0.7439,7.4,2
College of Agricultural Engineering and Technology,0.9541999999999999,7.4,2
BML Munjal University - [BMU],0.9491499999999999,7.4,2
East West Institute of Technology - [EWIT],0.23123333333333332,7.3999999999999995,3
Maharaja Surajmal Institute of Technology - [MSIT],0.9674333333333335,7.3999999999999995,3
Bundelkhand Institute of Engineering & Technology - [BIET],0.908,7.3999999999999995,3
Malaviya National Institute of Technology - [MNIT],0.6516444444444445,7.366666666666666,9
PES University Electronic City Campus,0.9643999999999999,7.35,2
Arya College of Engineering,0.56355,7.35,2
A. D. Patel Institute of Technology - [ADIT],0.73505,7.35,2
Jaypee Institute of Information Technology University - [JIIT],0.95612,7.339999999999999,5
Assam Engineering College - [AEC],0.7212666666666667,7.333333333333333,3
"University Institute of Engineering, Chandigarh University - [UIE]",0.9131999999999999,7.333333333333333,3
Sambhram Institute of Technology - [SAIT],0.1768666666666667,7.333333333333333,3
Annamacharya Institute of Technology and Sciences - [AITS],0.9401,7.3,1
Walchand Institute of Technology - [WIT],0.7389,7.3,1
Moradabad Institute of Technology - [MIT],0.9356,7.3,1
Symbiosis Institute of Technology - [SIT],0.04146666666666665,7.3,3
Anna University - [AU],0.9774,7.3,1
SRM Valliammai Engineering college -[VEC],0.9293,7.3,1
Canara Engineering College - [CEC],-0.6049,7.3,1
Jai Narain College of Technology - [JNCT],0.8998,7.3,1
Atria Institute of Technology,-0.128,7.3,1
Indian Institute of Information Technology - [IIITK],0.4147,7.3,1
RVS Padhmavathy College of Engineering and Technology,0.5719,7.3,1
BGS Institute of Technology - [BGSIT],-0.1195,7.3,1
Shantilal Shah Engineering College - [SSEC],0.979,7.3,1
Lokmanya Tilak College of Engineering - [LTCE],0.7783,7.3,1
Roever Engineering College-[REC],0.9873,7.3,1
Marri Laxman Reddy Institute of Technology & Management - [MLRITM],0.34,7.3,1
Babasaheb Naik College of Engineering - [BNCOE],0.6124,7.3,1
Guru Jambheshwar University of Science and Technology - [GJUS&T],0.9620200000000001,7.3,5
Parala Maharaja Engineering College - [PMEC],0.9734,7.3,1
Laxminarayan Institute of Technology - [LIT],0.8428500000000001,7.3,2
Allenhouse Institute of Technology,0.95245,7.25,2
Siddhartha Institute of Technology and Sciences - [SITS],0.60495,7.25,2
Velammal College of Engineering and Technology - [VCET],0.38865,7.25,2
IIT Bhubaneswar - Indian Institute of Technology - [IITBBS],0.6300749999999999,7.25,4
SRM Institute of Science and Technology Ramapuram Campus,0.36164,7.24,5
Government College of Engineering & Textile Technology - [GCETT],0.1935,7.233333333333333,3
CIPET- Institute Of Plastics Technology - [IPT],0.9561,7.2,1
Viswajyothi College of Engineering and Technology - [VJCET],0.967,7.2,1
Co-operative Institute of Technology - [CITV],0.8396,7.2,1
"GIET Engineering College, Rajahmundhry",0.9491,7.2,1
"CVR College of Engineering, Ibrahimpatnam",-0.1505,7.2,1
KVG College of Engineering - [KVGCE],0.0516,7.2,1
Akshaya College of Engineering and Technology-[ACET],0.2099,7.2,1
Mahendra Engineering College,0.9313,7.2,1
Progressive Education Society's Modern College of Engineering - [MCOE],0.89326,7.160000000000001,5
Shri Govindram Seksaria Institute of Technology and Science- [SGSITS],0.9435133333333333,7.16,15
Delhi Institute of Tool Engineering - [DITE],0.9073,7.15,2
"College of Technology,  GB Pant University of Agriculture & Technology",0.30246666666666666,7.1000000000000005,3
MIT-WPU Faculty of Engineering,0.86895,7.1,2
Parul Institute of Engineering and Technology - [PIET],0.4694333333333333,7.066666666666666,3
Indian Institute of Information Technology - [IIITG],0.8020333333333333,7.066666666666666,3
Aditya Institute of Technology and Management -[AITAM],0.8057000000000001,7.050000000000001,2
Inderprastha Engineering College - [IPEC],0.7915749999999999,7.05,4
Oriental Institute of Science and Technology - [OIST],0.7448142857142858,7.042857142857143,7
Jabalpur Engineering College - [JEC],0.8748583333333334,7.033333333333334,12
North Eastern Regional Institute of Science and Technology - [NERIST],0.9289,7.0,1
Khwaja Moinuddin Chishti Urdu Arabi-Farsi University,0.893,7.0,1
JB Institute of Technology - [JBIT],0.20334999999999998,7.0,2
Quantum University,0.8687,7.0,1
AKS University - [AKSU],0.9064,7.0,1
Mohamed Sathak AJ College of Engineering - [MSAJCE],0.9912,7.0,1
Vidyalankar Institute of Technology - [VIT],0.9638,7.0,1
Khaja Bandanawaz University - [KBNU],0.9584,7.0,1
Institute of Technology & Management - [ITM],0.9296,7.0,1
"University College of Engineering, JNTUK",0.11374999999999996,7.0,2
"University College of Engineering and Technology, Vinoba Bhave University - [UCET]",0.93,7.0,1
Hemwati Nandan Bahuguna Garhwal University,0.9312,7.0,1
IILM University,0.9448,7.0,1
Central University of Haryana - [CUH],0.8867,7.0,1
Chameli Devi Group of Institution,0.7534,7.0,1
SR International Institute of Technology - [SRIIT],0.0,7.0,1
Chandigarh Group of Colleges - [CGC] Jhanjeri,0.9381,7.0,1
Ballari Institute of Technology and Management - [BITM],0.975,7.0,1
Rajasthan Technical University - [RTU],0.9292199999999999,6.9799999999999995,5
Mahaveer Institute of Science and Technology- [MIST],0.95885,6.95,2
Malla Reddy College of Engineering and Technology- [MRCET],0.92645,6.95,2
Thadomal Shahani Engineering College - [TSEC],0.9619500000000001,6.95,2
Gaya College of Engineering,0.8361999999999999,6.933333333333334,3
University Institute of Engineering and Technology - [UIET],0.8390666666666666,6.933333333333334,3
Kalyani Government Engineering College - [KGEC],0.9027,6.933333333333334,3
Lakshmi Narain College of Technology & Science - [LNCTS],0.383725,6.925,4
Neotia Institute of Technology Management and Science - [NITMAS],0.9775,6.9,2
Indian Institute of Information Technology - [IIITM],0.7587,6.8999999999999995,3
Government Engineering College,0.7484428571428572,6.8999999999999995,7
Calicut University Institute of Engineering Technology - [CUIET],-0.19503333333333336,6.866666666666667,3
Viva Institute of Technology - [VIOT],0.92445,6.85,2
RC Patel Institute of Technology - [RCPIT],0.8101,6.85,2
Malnad College of Engineering - [MCE],0.7839999999999999,6.833333333333333,3
RMD Engineering College,0.4588,6.8,1
Indian Institute of Information Technology - [IIITL],0.95535,6.8,2
Matsyodari Shikshan Sanstha's College of Engineering and Technology,0.34,6.8,1
Indo Global College of Engineering,0.6969,6.8,1
Trinity College of Engineering and Research,0.9555,6.8,1
Shree LR Tiwari College of Engineering - [SLRTCE],0.7351,6.8,1
Karaikudi Institute of Technology and Management - [KIT & KIM],0.9855,6.8,1
Sri Sairam College of Engineering,0.5905,6.8,1
Sri Vasavi Engineering College - [SVEC],0.9039,6.8,1
Techno International New Town - [TINT],0.88225,6.775,4
Rathinam Technical Campus - [RTC],0.871,6.75,2
"Institute of Engineering and Technology, Devi Ahilya University - [IET -DAVV]",0.4479,6.733333333333333,3
Dr. Ram Manohar Lohia Avadh University - [RMLAU],0.8934,6.7,1
Government College of Engineering - [GCOE],0.981,6.7,1
Sri Venkateswara College of Engineering and Technology - [SVCET],0.5719,6.7,1
Sree Chaitanya College of Engineering - [SCCE],0.9815,6.7,1
Rai University - [RU],-0.727,6.7,1
Rajalakshmi Institute of Technology - [RIT],0.9459,6.7,1
Institute of Engineering & Technology - GLA University,0.992,6.7,1
Babu Banarasi Das Institute of Technology - [BBDIT],0.9678,6.7,1
Padmabhooshan Vasantdada Patil Institute of Technology - [PVPIT],0.9153,6.7,1
"Rajiv Gandhi College of Engineering, Research and Technology - [RCERT]",-0.405,6.7,1
Bharati Vidyapeeth College of Engineering - [BVCOE] Navi Mumbai,0.8728,6.7,1
Thangal Kunju Musaliar Institute of Technology - [TKM],0.8126,6.7,1
THDC Institute of Hydro Power Engineering and Technology,0.9531,6.7,1
DMI Engineering College,-0.7641,6.7,1
Methodist College of Engineering & Technology - [MCET],0.34,6.7,1
Aligarh College of Engineering and Technology - [ACET],-0.2649,6.7,1
UV Patel College of Engineering - [UVPCE],0.978,6.7,1
M H Saboo Siddik College of Engineering - [MHSSCOE],0.7003,6.7,1
University of Lucknow - [LU],0.8941333333333333,6.699999999999999,18
BP Mandal College of Engineering,0.85005,6.699999999999999,2
Indian Institute of Information Technology Design and Manufacturing - [IIITDM],0.633775,6.625,4
G H Patel College of Engineering & Technology - [GCET],0.5925,6.6,2
